query,difficulty
A0A2U1AYN4,0.71
A0A2U1B7F7,0.58
A0A2U1BBL9,0.61
A0A2U1CE20,0.47
A0A2U1J4U3,0.43
A0A2U1J9V5,0.51
A0A2U1JBN3,0.43
A0A2U1MW29,0.73
A0A2U1P8B4,0.61
A0A2U1PF71,0.6
A0A2U1RC77,0.48
A0A2U1TCV1,0.78
A0A2U1V176,0.62
A0A2U1VQB1,0.64
A0A2U1W462,0.41
A0A2U1WE22,0.64
A0A2U1YCD9,0.7
A0A2U2AQ80,0.72
A0A2U2BDE5,0.4
A0A2U2C1B7,0.75
A0A2U2C8Z7,0.56
A0A2U2M7R9,0.52
A0A2U2N7K0,0.72
A0A2U2P5T0,0.78
A0A2U2Z036,0.72
A0A2U3ACQ6,0.59
A0A2U3C4I7,0.53
A0A2U3KTK1,0.63
A0A2U3LHA0,0.7
A0A2U3MXA4,0.6
A0A2U3VE78,0.54
A0A2U4DQQ4,0.53
A0A2U4FNK7,0.56
A0A2U4YDH6,0.52
A0A2U8DXJ8,0.49
A0A2U8XEH3,0.75
A0A2U9P965,0.57
A0A2U9QX36,0.4
A0A2U9R0X6,0.48
A0A2U9W2A3,0.75
A0A2U9Y0V2,0.76
A0A2U9Y136,0.53
A0A2V1AIL3,0.5
A0A2V1CSX2,0.46
A0A2V1DKR4,0.58
A0A2V1J2B2,0.75
A0A2V1M213,0.49
A0A2V1MYW2,0.76
A0A2V1NX85,0.58
A0A2V2BU10,0.54
A0A2V2BVR1,0.57
A0A2V2EAA9,0.68
A0A2V2GQV4,0.75
A0A2V2VXT2,0.43
A0A2V2WQX4,0.56
A0A2V2XQJ3,0.58
A0A2V3KNV6,0.65
A0A2V3QHD5,0.74
A0A2V3VRE3,0.6
A0A2V3Y8D7,0.52
A0A2V4MSG0,0.73
A0A2V4NNE3,0.71
A0A2V4P4M3,0.74
A0A2V4RWK9,0.81
A0A2V4UE32,0.6
A0A2V4UKS0,0.74
A0A2V4USJ6,0.5
A0A2V4VUU1,0.4
A0A2V4W6T1,0.68
A0A2V4ZVK2,0.76
A0A2V5G3R1,0.73
A0A2V5I4Q0,0.47
A0A2V5K4Z9,0.72
A0A2V5MHD1,0.66
A0A2V5NDG8,0.65
A0A2V5NM03,0.46
A0A2V5QWC7,0.67
A0A2V5R692,0.65
A0A2V5UX23,0.79
A0A2V5V1N8,0.57
A0A2V5VJA9,0.41
A0A2V5WH86,0.59
A0A2V5X0U4,0.63
A0A2V5YUJ3,0.73
A0A2V6EJ47,0.67
A0A2V6FE16,0.59
A0A2V6ID35,0.47
A0A2V6J579,0.52
A0A2V6JC41,0.6
A0A2V6LSI1,0.56
A0A2V6LY72,0.57
A0A2V6M779,0.4
A0A2V6MV73,0.68
A0A2V6N742,0.6
A0A2V6P4W5,0.58
A0A2V6PH70,0.56
A0A2V6RQJ5,0.47
A0A2V6S5A2,0.56
A0A2V6S5B9,0.52
A0A2V6T5Q7,0.55
A0A2V6UET8,0.78
A0A2V6VWF7,0.63
A0A2V6W0L8,0.44
A0A2V6XSF2,0.54
A0A2V6YDZ1,0.67
A0A2V7A297,0.65
A0A2V7AIC2,0.34
A0A2V7ASV5,0.56
A0A2V7ASW3,0.63
A0A2V7BIP4,0.56
A0A2V7BM29,0.67
A0A2V7BSA5,0.57
A0A2V7D9I7,0.61
A0A2V7FN26,0.74
A0A2V7FR57,0.64
A0A2V7GJI6,0.5
A0A2V7GUE4,0.47
A0A2V7JLN8,0.75
A0A2V7K9P2,0.78
A0A2V7KB31,0.51
A0A2V7KNX3,0.54
A0A2V7L2V8,0.52
A0A2V7LZH1,0.43
A0A2V7MWH6,0.58
A0A2V7NRP7,0.69
A0A2V7NTA9,0.65
A0A2V7NV20,0.58
A0A2V7RVS6,0.34
A0A2V7U6R9,0.53
A0A2V7V3W6,0.58
A0A2V7VVE5,0.57
A0A2V7WLP7,0.74
A0A2V7XPS5,0.67
A0A2V7ZFB3,0.76
A0A2V8BRE5,0.27
A0A2V8BTT0,0.49
A0A2V8CMK7,0.57
A0A2V8CWH4,0.55
A0A2V8CZU6,0.73
A0A2V8D5U7,0.61
A0A2V8FYM7,0.64
A0A2V8IHC2,0.63
A0A2V8ILG1,0.47
A0A2V8KRU6,0.5
A0A2V8KT10,0.73
A0A2V8KUW4,0.6
A0A2V8MAK6,0.72
A0A2V8NGV7,0.56
A0A2V8QWE2,0.57
A0A2V8R2C1,0.4
A0A2V8R5L0,0.44
A0A2V8RFK4,0.71
A0A2V8UHW0,0.58
A0A2V8USR6,0.82
A0A2V8VD21,0.55
A0A2V8XWF5,0.67
A0A2V9A091,0.58
A0A2V9AM22,0.44
A0A2V9B4J2,0.5
A0A2V9BBM2,0.49
A0A2V9BZB9,0.43
A0A2V9DNW3,0.75
A0A2V9FSQ4,0.75
A0A2V9IPL5,0.54
A0A2V9JE03,0.51
A0A2V9KCR7,0.6
A0A2V9L3F7,0.55
A0A2V9L5Y7,0.49
A0A2V9LGH0,0.56
A0A2V9P237,0.43
A0A2V9SHV7,0.75
A0A2V9VG32,0.58
A0A2V9W558,0.56
A0A2V9YSS9,0.56
A0A2V9ZLQ9,0.71
A0A2W0C0C1,0.6
A0A2W0C1T5,0.52
A0A2W0CXM0,0.65
A0A2W0D126,0.53
A0A2W0DD88,0.6
A0A2W0DV02,0.45
A0A2W0I6M7,0.67
A0A2W1A6B5,0.54
A0A2W1AIC7,0.73
A0A2W1BAX4,0.42
A0A2W1C2B2,0.49
A0A2W1FSJ3,0.65
A0A2W1GTQ0,0.35
A0A2W1P073,0.6
A0A2W1PUS7,0.51
A0A2W1QEK3,0.43
A0A2W1RY92,0.42
A0A2W1TZ92,0.55
A0A2W1XZK4,0.53
A0A2W1ZBH4,0.65
A0A2W2A5E6,0.45
A0A2W2A7H4,0.75
A0A2W2B1V1,0.55
A0A2W2QHL9,0.49
A0A2W4IXJ0,0.56
A0A2W4MBL4,0.61
A0A2W4MBW7,0.44
A0A2W4MX33,0.71
A0A2W4P2I6,0.52
A0A2W4Q4D3,0.53
A0A2W4QKW7,0.55
A0A2W4QRP1,0.55
A0A2W4RBZ5,0.75
A0A2W4RJE2,0.56
A0A2W4S2G0,0.53
A0A2W4SBV2,0.62
A0A2W4U5D7,0.68
A0A2W4UT83,0.6
A0A2W4WIQ7,0.7
A0A2W4ZXY5,0.6
A0A2W5B973,0.43
A0A2W5CSW0,0.57
A0A2W5DUA1,0.68
A0A2W5FZ52,0.69
A0A2W5I260,0.66
A0A2W5I9M5,PARSE_ERROR
A0A2W5JZY2,0.37
A0A2W5R0K0,0.53
A0A2W5T589,0.68
A0A2W5U519,PARSE_ERROR
A0A2W5WEV8,0.67
A0A2W5ZU03,0.53
A0A2W6AEC1,0.53
A0A2W6AQN8,0.72
A0A2W6D3N1,0.72
A0A2W6DUR0,0.72
A0A2W6PXQ0,0.52
A0A2W6R811,0.66
A0A2W6YLT9,0.53
A0A2W6Z4R8,0.56
A0A2W7AZ65,0.63
A0A2W7H448,0.5
A0A2W7IEC3,0.59
A0A2W7L572,0.48
A0A2W7MC42,0.73
A0A2X0ITJ5,0.53
A0A2X0QQ51,0.4
A0A2X0SI35,0.52
A0A2X0T6T6,0.36
A0A2X0V8M9,0.51
A0A2X0VKS3,0.53
A0A2X0XLJ2,0.54
A0A2X1BJJ2,0.77
A0A2X1BWU0,0.53
A0A2X1CZ80,0.73
A0A2X1ITN8,0.56
A0A2X1RHX9,0.74
A0A2X1SWB7,0.72
A0A2X1T307,0.54
A0A2X1YNN8,0.48
A0A2X2BKC8,0.42
A0A2X2DV27,0.4
A0A2X2KGW6,0.45
A0A2X2N925,0.48
A0A2X2NSA9,0.62
A0A2X2P6A0,0.64
A0A2X2Q9W2,0.52
A0A2X2VAP6,0.63
A0A2X3ABM8,0.6
A0A2X3BE43,0.69
A0A2X3JE11,0.71
A0A2X3JG39,0.52
A0A2X3KWZ9,0.56
A0A2X3XUQ3,0.71
A0A2X4CK54,0.4
A0A2X4G1P4,0.69
A0A2X4JPR9,0.57
A0A2X4KW47,0.59
A0A2X4SYZ2,0.77
A0A2X4TDD9,0.68
A0A2X5A8E5,0.51
A0A2X5BMS4,0.73
A0A2X5D2P8,0.72
A0A2X5PCP0,0.38
A0A2X5S5T8,0.45
A0A2X8LZ03,0.51
A0A2Y0BAZ5,0.72
A0A2Y5V3C2,0.64
A0A2Y9F9Q6,0.63
A0A2Y9RLD7,0.69
A0AH64,0.54
A0C2Z1,0.59
A0C8W6,0.41
A0C977,0.42
A0CGK1,0.46
A0CIT5,0.38
A0D4F3,0.47
A0FJI0,0.42
A0LL16,0.53
A0QZB0,0.74
A1DMP7,0.49
A1JLJ9,0.65
A1S4F8,0.43
A1TQW4,0.53
A1UD02,0.46
A1UD04,0.73
A1VW02,0.71
A2C180,0.49
A2D7R8,0.58
A2D9K5,0.51
A2EEU2,0.48
A2EKQ5,0.76
A2SKA0,0.71
A2VSC7,0.51
A2YBG8,0.49
A2YXF6,0.57
A3DD71,0.55
A3DU16,0.58
A3MTE1,0.5
A3PCX7,0.72
A3PDM9,0.68
A3QCT4,0.48
A3QNN9,0.64
A3UDE5,0.48
A3Z6T5,0.52
A4JII2,0.5
A4N057,0.52
A4RVQ6,0.46
A4TZ60,0.72
A4WBV7,0.73
A4WL11,0.61
A4YEU2,0.5
A4YMF3,0.6
A5D3Y9,0.66
A5GPK3,0.6
A5I841,0.41
A5ZG61,0.54
A6C913,0.38
A6CT23,0.5
A6G847,0.52
A6GF53,0.47
A6GTD6,0.47
A6GTT2,0.74
A6LC82,0.54
A6Q942,0.64
A6R5D7,0.39
A6UI56,0.58
A6ZS27,0.51
A7F292,0.64
A7GSA3,0.52
A7GYB9,PARSE_ERROR
A7IEQ7,0.73
A7N2Q4,0.65
A7XY60,0.43
A8BFH7,0.42
A8G640,0.59
A8G7D3,0.68
A8GDP7,0.48
A8JJS9,0.65
A8NY56,0.7
A8S6U7,0.71
A8SK45,0.7
A8TM85,0.7
A8X7U4,0.55
A8YX82,0.46
A9ESA8,0.59
A9NEU2,0.5
A9NIP7,0.46
A9NIQ6,0.51
A9W8N5,0.47
B0DS92,0.51
B0EJQ4,0.47
B0FII4,0.56
B0G251,0.63
B0JXB4,0.52
B0MJW9,0.62
B0P103,0.36
B0P438,0.38
B0PFD7,0.59
B0RCY7,0.72
B0Y198,0.5
B0ZTG6,0.53
B1FT93,0.44
B1IMY8,0.62
B1K6K9,0.54
B1KYD0,0.76
B1V980,0.67
B1VH18,0.59
B2I5C1,0.54
B2JD89,0.72
B2TYE7,0.38
B2UPK1,0.64
B2V715,0.7
B2VZB5,0.8
B2WKZ9,0.51
B3CEQ0,0.47
B3CS74,0.53
B4GG26,0.39
B4LZT2,0.63
B4RIG0,0.74
B4U8S4,0.71
B4U9I3,0.55
B4UUT0,0.57
B4V5M4,0.67
B4WCQ4,0.65
B4YWC0,0.72
B5IBB2,0.7
B5ICJ6,0.52
B5JYZ7,0.54
B5L388,0.75
B5L481,0.65
B5RRQ9,0.71
B5TAA5,0.5
B5VYX9,0.8
B5X9L6,0.58
B5Y6L6,0.66
B6BVP8,0.73
B6D8T9,0.68
B6E5E2,0.71
B6Q4R4,0.44
B6QAN3,PARSE_ERROR
B6QIA0,0.4
B6U042,0.7
B7AAC4,0.76
B7DMF9,0.47
B7DUK0,0.61
B7GTS7,0.5
B7IHN8,0.74
B7LBY3,0.49
B7XRJ9,0.73
B7ZVG4,0.52
B8B4K8,0.38
B8BM04,0.75
B8CYU9,0.67
B8D3U0,0.62
B8E0A6,0.53
B8ENW2,0.71
B8FHT4,0.65
B8FSV9,0.5
B8G9F9,0.52
B8J1K1,0.58
B8J8V6,0.47
B8N931,0.59
B8NE63,0.69
B8NLH7,0.3
B8NQR9,0.56
B8P8G4,0.48
B8Y2Q9,0.62
B9BSY2,0.41
B9DPQ7,0.5
B9FXL5,0.69
B9GEE3,0.52
B9RSZ9,0.73
B9S3A3,0.76
B9UFU2,0.82
B9W5C9,0.52
B9WM05,0.52
B9X7R0,0.54
C0A098,0.69
C0CY34,0.5
C0E059,0.62
C0EX47,0.51
C0G9C9,0.52
C0NTZ3,0.26
C0QE86,PARSE_ERROR
C0W4T1,0.52
C0WB07,0.54
C0WCR5,0.79
C0WDQ9,0.47
C0WK61,0.54
C0ZEG0,0.5
C1ADN1,0.73
C1BMH3,0.5
C1BNW6,0.74
C1DUB9,0.56
C1G6I3,0.6
C1LAU0,0.55
C2GJP5,0.51
C2V4D0,0.71
C3DGT0,0.54
C3KH77,0.52
C3MKL8,0.57
C3N0C1,0.79
C3QZV5,0.44
C3X4P0,0.77
C3XGD8,0.58
C4AV77,0.67
C4FFM6,0.69
C4FI69,0.73
C4FIA5,0.69
C4LIB7,0.57
C4M7L0,0.41
C4QW21,0.41
C4R2G5,0.39
C4SF89,0.55
C4TDM3,0.51
C4V8C3,0.51
C4YIG3,0.42
C4Z254,0.53
C5AVN2,0.72
C5B545,0.5
C5EEF3,0.73
C5GPK7,0.58
C5KI78,0.55
C5KRM3,0.55
C5NVU9,0.49
C5S352,0.64
C5UZG7,0.72
C6E719,0.45
C6H4Z6,0.53
C6HD61,0.51
C6LUF7,0.34
C6M6E2,0.63
C6PT24,0.67
C6PZW6,0.71
C6SNB2,0.41
C6Z057,0.57
C6ZAN4,0.51
C6ZBY5,0.45
C7C527,0.43
C7D254,0.47
C7IXH7,0.53
C7S3P3,0.57
C7Z0V6,0.46
C8C9E3,0.8
C8NBE9,0.65
C8NEZ4,0.44
C8WK69,0.44
C8WXE5,0.61
C8XD75,0.5
C8Z843,0.54
C9B5D6,0.51
C9BYN8,0.73
C9L5Y1,0.57
C9LBR6,0.71
C9M7T4,0.54
C9PSC3,0.73
C9R9M9,0.72
C9SPU6,0.52
D0A6C8,0.48
D0DE65,0.49
D0ILK9,0.57
D0MHS9,0.55
D0MKD8,0.55
D0PUM7,0.83
D0YS25,0.54
D0YUP3,0.36
D0YWK7,0.43
D1AV10,0.73
D1B2X0,0.59
D1C427,0.51
D1C4D9,0.72
D1C810,0.57
D1C853,0.56
D1PDR5,0.54
D1VU36,0.64
D1VW06,0.79
D1W404,0.54
D2EPA7,0.39
D2PEI4,0.75
D2QCZ4,0.43
D2SBK5,0.66
D2TZ11,0.61
D2Y9F2,0.57
D3ARV3,0.38
D3CTJ7,0.45
D3CWI1,0.43
D3EI96,0.59
D3EIE4,0.72
D3JU20,0.75
D3NZL2,0.63
D3Q6C4,0.68
D3QZ37,0.62
D3R074,0.52
D4B3V4,0.39
D4DGE4,0.5
D4DJ26,0.49
D4F1E2,0.76
D4LCH4,0.5
D4RGC8,0.56
D4TK13,0.38
D4U0B7,0.66
D4VID4,0.38
D4XAV2,0.5
D4XD26,0.52
D4XIG8,0.49
D4YHX2,0.41
D5A265,0.59
D5ERT4,0.47
D5G462,0.54
D5STR1,0.54
D5U748,0.62
D5WFL1,0.53
D5WQE3,0.58
D6ES44,0.55
D6M5W1,0.7
D6Y251,0.51
D6YU44,0.73
D7AR93,0.73
D7BLS4,0.62
D7C1P6,0.72
D7FYH0,0.74
D7GHL9,0.71
D7K6U4,0.42
D7VBW4,0.77
D7VH22,0.53
D7W176,0.51
D8DUS6,0.71
D8FJI1,0.65
D8FYP3,0.7
D8GKH4,0.54
D8SYR5,0.41
D8SZ56,0.59
D8T506,0.48
D8UH77,0.43
D8WJQ1,0.56
D9SPW2,0.56
D9T6Z5,0.49
D9V3T2,0.76
D9Y3Q1,0.63
D9ZIP0,0.51
E0DEY9,0.45
E0DGW6,0.46
E0DI37,0.59
E0N103,0.52
E0NL09,0.8
E0PRP6,0.5
E0QRM9,0.49
E0S6U6,0.5
E0TLA1,0.57
E0YPD8,0.36
E1EXR2,0.52
E1F001,0.45
E1NPR6,0.62
E1UHH4,0.53
E1WKF1,0.53
E2BXA3,0.62
E2L7W0,0.58
E2LFR7,0.65
E2MXQ8,0.43
E2N962,0.45
E2YF83,0.49
E3BCQ3,0.5
E3GN78,0.73
E3PY46,0.38
E4LFF0,0.37
E4LU43,0.61
E4Q4J0,0.45
E4QAK7,0.71
E4QD73,0.62
E4SMF1,0.53
E4TIE3,0.49
E4V4G3,0.45
E4W271,0.46
E4X5X9,0.57
E4YNP8,0.35
E4ZCL8,0.54
E5ERX4,0.52
E5GCR1,0.64
E5RZP0,0.47
E5V166,0.6
E5V3N2,0.52
E5VZ98,0.54
E5WU11,0.47
E5Y553,0.48
E6JZF8,0.51
E6L9X8,0.72
E6Q651,0.47
E6Q803,0.76
E6QCU4,0.6
E7C159,0.68
E7C4I3,0.58
E7H075,0.54
E7QYW5,0.73
E7RU08,0.59
E8K2X9,0.53
E8N5C9,0.51
E8T2Q0,0.59
E9BME7,0.41
E9EDM8,0.46
E9JBT7,0.51
E9RZH6,0.44
F0BJX9,0.55
F0EMR5,0.43
F0FCN4,0.62
F0HP74,0.46
F0HZP6,0.5
F0JHX6,0.5
F0LGY2,0.41
F0RIE8,0.67
F0U4Q0,0.42
F0UH65,0.62
F1T4V1,0.67
F1TGB0,0.42
F1YTG9,0.54
F2B1A2,0.55
F2HHT8,0.34
F2I9J9,0.5
F2QLI3,0.49
F2QM35,0.69
F2QQ71,0.54
F2QWT1,0.3
F2S0G4,0.54
F2SPC2,0.54
F2UGE4,0.59
F2UYK8,0.54
F2WJY7,0.56
F2ZA08,0.63
F3AHW5,0.6
F3LRJ9,0.54
F3NJK2,0.77
F3QTX3,0.55
F3YWK9,0.49
F3Z137,0.48
F4AST3,0.66
F4AUC1,0.39
F4BTH0,0.48
F4CP98,0.49
F4F1K1,0.61
F4GCG9,0.73
F4GQT1,0.52
F4PCZ3,0.43
F4QMK6,0.47
F4RUK6,0.57
F4TJH5,0.66
F5H8Z7,0.47
F5IUR1,0.53
F5P365,0.76
F6B9A6,0.73
F6DHR3,0.47
F6IHT6,0.57
F6IIF7,0.63
F6Q4Y5,0.46
F6RR19,0.57
F6RWF4,0.65
F6ZUD7,0.47
F7ISD5,0.7
F7JP52,0.58
F7KCI8,0.74
F7PNI3,0.73
F7RV00,0.43
F7SMC9,0.48
F7UI57,0.56
F7Y511,0.58
F8A3K2,0.57
F8AFM3,0.55
F8AJ73,0.66
F8ARG2,0.56
F8AUW8,0.56
F8AWS2,0.63
F8B0Y0,0.62
F8B192,0.57
F8EW54,0.66
F8FI03,0.64
F8H080,0.51
F8IGE3,0.77
F8LAU7,0.59
F8MJ96,0.51
F8NQ98,0.69
F8PK07,0.55
F8Q645,0.51
F8QZ22,0.63
F8WJV9,0.45
F9F4D4,0.54
F9FM44,0.6
F9FPB7,0.31
F9G3C4,0.72
F9GFY1,0.48
F9T3L7,0.54
F9UAL6,0.76
F9VQM5,0.5
F9Y5G8,0.68
F9ZS87,0.56
G0B1C9,0.62
G0EDZ0,0.55
G0FNK3,0.52
G0GEI5,0.76
G0GEW4,0.47
G0HBG1,0.51
G0JTG9,0.63
G0MQK2,0.47
G0NMI8,0.46
G0SUF0,0.59
G0SZ77,0.48
G0VMS9,0.42
G1CJL4,0.66
G1EBY2,0.66
G1RNS4,0.61
G1UU12,0.49
G1UZF5,0.72
G2DG22,PARSE_ERROR
G2KLI4,0.54
G2SDT8,0.64
G3F4J0,0.46
G3FFM4,0.44
G3GPQ4,0.6
G3ISB0,0.61
G3T983,0.6
G3XLK2,0.35
G3XWE2,0.39
G4D3A7,0.67
G4D6L7,0.48
G4L7J8,0.74
G4MKZ0,0.46
G4MY86,0.54
G4N6M1,0.48
G4Q5S2,0.54
G4QKW8,0.72
G4U1R7,0.65
G4U7X7,0.46
G4VJ59,0.54
G4YD98,0.59
G4ZUA3,0.6
G5AB60,0.55
G5CDF0,0.62
G5CRZ7,0.42
G5DWH1,0.57
G5DWM9,0.62
G5F4E4,0.57
G5HFJ3,0.55
G6AG02,0.72
G6C5D7,0.75
G6CFI8,0.73
G7W948,0.53
G7XIU2,0.44
G7YGQ0,0.58
G8ARH9,0.49
G8DTR9,0.56
G8FS09,0.48
G8TSX7,0.75
G8UIK9,0.54
G8UMA0,0.55
G8YP32,0.35
G9KXN0,0.53
G9M5V7,0.74
G9NBY1,0.54
G9PAF8,0.46
G9PZD2,0.57
G9QYA6,0.66
G9RXJ0,0.47
G9WGP7,0.72
G9WVL8,0.66
G9ZHU0,0.56
G9ZWN6,0.6
H0EGU2,0.27
H0EKW7,0.54
H0EUR4,0.5
H0GQH5,0.71
H0HUQ4,0.33
H0K545,0.65
H0UJX5,PARSE_ERROR
H0UK52,0.46
H0W6K7,0.52
H0Y985,0.51
H0Y9M1,0.76
H0YCM7,0.42
H1B6W2,0.42
H1BJ73,0.63
H1BNL3,0.69
H1CAK3,0.47
H1FZQ0,0.74
H1H7G3,0.68
H1KD77,0.5
H1UV86,0.69
H1V9L0,0.58
H1VL67,0.37
H1WNT8,0.64
H1WS29,0.52
H1X962,0.49
H1Z562,0.48
H2CHU1,0.59
H2JAI5,0.56
H2JHP7,0.24
H2L7A7,0.52
H2QJS0,0.68
H3EME1,0.41
H3NFQ3,0.41
H3ZP48,0.46
H5SB38,0.46
H5SF90,0.51
H5SFB7,0.68
H5SJC8,0.56
H5SS19,0.76
H6LE68,0.59
H6QVE7,0.53
H6TV57,0.6
H6U1R4,0.64
H6WNP9,0.76
H6YQ80,0.57
H7BY79,0.36
H7C3S1,0.43
H8K2I7,0.75
H8WBL6,0.43
H8Y7K7,0.51
H8ZDL8,0.55
H8ZEB5,0.45
H8ZWE9,0.62
H9C0G1,0.51
H9UEE0,0.61
I1LM83,0.59
I1PYH4,0.55
I1QP65,0.46
I1R9H8,0.35
I1Y9G7,0.51
I2GFR9,0.73
I3BV65,0.43
I3EJR4,0.55
I3EL95,0.36
I3EQD3,0.56
I3QGQ4,0.73
I3TJ15,0.59
I3TW35,0.51
I3VXZ8,0.39
I3WKA7,0.64
I3XZC0,0.47
I4DA01,0.74
I4MD31,0.68
I4T4U2,0.71
I5AZK0,0.71
I6CUS8,0.73
I6YLW5,0.58
I7CCN5,0.66
I7HJC6,0.42
I7IBY4,0.75
I7IC96,0.58
I7J1P2,0.52
I7JMQ1,0.66
I8A0F9,0.59
I8IH09,0.42
I8QNJ9,0.47
I8QWZ9,0.64
I8UP02,0.74
I8X7R0,0.76
I8XX48,0.57
I8ZTA9,0.56
I9F4C7,0.54
I9KPH0,0.61
I9R4Z3,0.77
I9SXI0,0.34
I9V8N5,0.54
J0VZM8,0.38
J0XBP8,0.28
J0ZYZ7,0.74
J1FH19,0.47
J2R276,0.78
J2RDL3,0.5
J2UHU9,0.59
J2XTQ0,0.44
J3CSR7,0.62
J3IXB5,0.54
J3K2E6,0.36
J3K333,0.46
J3MVZ6,0.51
J3P9G2,0.53
J4A295,0.5
J4CD98,0.76
J4CDM0,0.44
J4UG53,0.55
J4ULT9,0.55
J5WMZ7,0.4
J8H866,0.37
J8W4Q2,0.63
J8ZX95,0.76
J9JPB6,0.41
J9ULW6,0.69
J9VRI7,0.59
J9Z889,0.65
K0DPK5,0.57
K0NS43,0.74
K0Q4E1,0.68
K0UWX9,0.56
K0X2L7,0.57
K0YZP2,0.67
K1ER46,0.71
K1JV12,0.57
K1W4Z5,0.46
K1X681,0.63
K2AMH6,0.47
K2BFR2,0.64
K2C7B1,0.73
K2CIT1,0.58
K2D364,0.74
K2ERP9,0.68
K2H6I8,0.65
K2H856,0.39
K2HPF8,0.44
K2HUC4,0.37
K2PAT5,0.74
K2Q7S3,0.56
K3VXI7,0.46
K3WPC9,0.38
K4HPM4,0.71
K4LIP5,0.5
K4MDA4,0.61
K5ZIG8,0.76
K6A041,0.56
K6A1U1,0.61
K6ADD3,0.54
K6AYD4,0.51
K6GL07,0.6
K6H9N8,0.5
K6PG45,0.51
K6VCE3,0.58
K7J1S6,0.53
K7S0D9,0.53
K7S0R8,0.52
K8DZP1,0.58
K8NKD2,0.46
K9AQM8,0.54
K9E541,0.59
K9ECR4,0.44
K9FFR1,0.67
K9GJ04,0.47
K9U1D8,0.83
K9XJN5,0.5
L0ALY6,0.56
L0DC58,0.53
L0DRJ0,0.76
L0HEH2,0.53
L0IDM5,0.47
L0K3S7,0.58
L0PGS0,0.56
L0WFG1,0.52
L1PQR9,0.59
L1PVX9,0.59
L1Q954,0.31
L1QC02,0.56
L2EEN7,0.48
L5KG37,0.74
L5KRP8,0.56
L5L908,0.48
L7HRB7,0.5
L7I8H4,0.38
L7I9E6,0.58
L7L6M8,0.73
L7M4I0,0.47
L7P8R2,0.72
L7QX16,0.62
L7VNW3,0.58
L7VPB8,0.45
L7VRP9,0.54
L7VRY8,0.73
L8XXE3,0.38
L9JEC7,0.26
L9KPF3,0.48
L9LAB4,0.7
L9PBK9,0.44
L9VJF4,0.54
L9WGQ9,0.68
M0A4Z9,0.55
M0G6Z0,0.67
M0MX33,0.74
M0NS47,0.59
M0W3R9,0.63
M0Y018,0.58
M0ZJ04,0.54
M1E5W9,0.66
M1E714,0.72
M1I7I8,0.57
M1J2Z1,0.75
M1QSL1,0.63
M1RC27,0.72
M2B583,0.72
M2CM18,0.6
M2Q4J0,0.3
M2Q5P1,0.71
M2QCB1,0.73
M2QCK4,0.54
M2RLZ2,0.58
M2RXG2,0.4
M2SA08,0.74
M2VLY4,0.6
M2X8V4,0.47
M2YEQ4,0.51
M3H2D2,0.58
M3HPT4,0.71
M3S659,0.48
M3U2B5,0.53
M3UNY8,0.52
M4E012,0.55
M4PRH3,0.43
M4SAN2,0.56
M4SS78,0.49
M4VZ44,0.64
M4ZKD9,0.71
M4ZZ15,0.51
M5A6N4,0.42
M5C2B2,0.57
M5FTE6,0.52
M5G4U7,0.52
M5IQY2,0.72
M5MQZ1,0.64
M5P688,0.54
M5TZW2,0.65
M5XMC3,0.36
M6CGX4,0.54
M6DMG1,0.65
M7U959,0.47
M7UJA0,0.49
M7VXV4,0.44
M7WD24,0.41
M7WDD6,0.44
M7WX30,0.57
M7WZ47,0.3
M7YXX2,0.57
M9MHZ4,0.59
M9NAC5,0.63
M9SC90,0.54
M9U7X1,0.47
M9WB23,0.8
N0B319,0.43
N0B8J2,0.77
N0E686,0.47
N1JTR9,0.54
N1RB71,0.44
N2AG89,0.56
N4WRB4,PARSE_ERROR
N4WW24,0.69
N6Y554,0.75
N6YC05,PARSE_ERROR
N8THB7,0.53
N8TY27,0.43
N8W4G5,0.76
N8XDG1,0.54
N9E8S4,0.49
N9FAK2,0.44
N9G0A3,0.72
N9GXQ2,0.62
N9M7L3,0.63
N9N343,0.58
N9PDS6,0.77
N9UZK2,0.59
N9V459,0.5
N9VEU0,0.67
N9WG36,0.58
N9Z5Z3,0.51
O28996,0.64
O52928,0.68
P19296,0.61
P53102,0.55
Q01VT2,0.65
Q04107,0.36
Q0BPZ7,0.56
Q0C2Y4,0.59
Q0C4S3,0.57
Q0TWN4,0.64
Q13D47,0.42
Q1ASN5,0.73
Q1DDX8,0.45
Q1GG13,0.55
Q1I8M5,0.65
Q24R26,0.66
Q281X3,0.59
Q2JV31,0.65
Q2KWD4,0.71
Q2LSI0,0.47
Q2S5E1,0.47
Q2W829,0.29
Q3B327,0.77
Q3F084,0.74
Q3IW21,0.6
Q3SDK7,0.46
Q469B7,0.51
Q46H45,0.62
Q47DX2,0.79
Q47J66,0.41
Q4C582,0.49
Q4D1U2,0.5
Q4D633,0.43
Q4K148,0.54
Q4PSE9,0.58
Q4QAW3,0.47
Q4QZZ9,0.67
Q4WZB7,0.45
Q504I4,0.58
Q53UW2,0.62
Q550E8,0.52
Q554B6,0.77
Q5ARM7,0.62
Q5B2J4,0.47
Q5CVQ4,0.46
Q5ETL2,0.67
Q5J237,0.52
Q5KRF6,0.46
Q5L7S1,0.61
Q5LAD8,0.58
Q5TBG5,0.62
Q5YX93,0.51
Q5ZRD6,0.57
Q649F3,0.58
